query	kind	span_key	span	relation	target	count	busy_us	idle_us	pct_of_kind_execute_busy	avg_busy_us
job_broad_cast_keyword_company	prepare	bumbledb.query.execute	bumbledb.query.execute		bumbledb_lmdb::query	1	923000.0	9.46	100.0	923000.0
job_broad_cast_keyword_company	prepare	bumbledb.query_image.build	bumbledb.query_image.build		bumbledb_lmdb::query_image	1	899000.0	5.75	97.4	899000.0
job_broad_cast_keyword_company	prepare	bumbledb.query.image	bumbledb.query.image		bumbledb_lmdb::query	1	899000.0	4.96	97.4	899000.0
job_broad_cast_keyword_company	prepare	bumbledb.query_image.relation[relation=CharName]	bumbledb.query_image.relation	CharName	bumbledb_lmdb::query_image	1	320000.0	5.46	34.67	320000.0
job_broad_cast_keyword_company	prepare	bumbledb.query_image.relation[relation=Name]	bumbledb.query_image.relation	Name	bumbledb_lmdb::query_image	1	216000.0	11.0	23.402	216000.0
job_broad_cast_keyword_company	prepare	bumbledb.query_image.relation[relation=PersonInfo]	bumbledb.query_image.relation	PersonInfo	bumbledb_lmdb::query_image	1	129000.0	5.33	13.976	129000.0
job_broad_cast_keyword_company	prepare	bumbledb.query_image.relation[relation=CastInfo]	bumbledb.query_image.relation	CastInfo	bumbledb_lmdb::query_image	1	54900.0	7.62	5.948	54900.0
job_broad_cast_keyword_company	prepare	bumbledb.query_image.relation[relation=MovieInfo]	bumbledb.query_image.relation	MovieInfo	bumbledb_lmdb::query_image	1	41900.0	6.38	4.54	41900.0
job_broad_cast_keyword_company	prepare	bumbledb.query_image.relation[relation=AkaName]	bumbledb.query_image.relation	AkaName	bumbledb_lmdb::query_image	1	41100.0	7.88	4.453	41100.0
job_broad_cast_keyword_company	prepare	bumbledb.query_image.relation[relation=CompanyName]	bumbledb.query_image.relation	CompanyName	bumbledb_lmdb::query_image	1	37100.0	5.17	4.02	37100.0
job_broad_cast_keyword_company	prepare	bumbledb.query_image.relation[relation=Title]	bumbledb.query_image.relation	Title	bumbledb_lmdb::query_image	1	29000.0	13.3	3.142	29000.0
job_broad_cast_keyword_company	prepare	bumbledb.query.free_join.dispatch	bumbledb.query.free_join.dispatch		bumbledb_lmdb::query	1	16300.0	5.0	1.766	16300.0
job_broad_cast_keyword_company	prepare	bumbledb.query_image.relation[relation=Keyword]	bumbledb.query_image.relation	Keyword	bumbledb_lmdb::query_image	1	10800.0	5.29	1.17	10800.0
job_broad_cast_keyword_company	prepare	bumbledb.query_image.relation[relation=MovieCompanies]	bumbledb.query_image.relation	MovieCompanies	bumbledb_lmdb::query_image	1	7940.0	6.12	0.86	7940.0
job_broad_cast_keyword_company	prepare	bumbledb.query.plan	bumbledb.query.plan		bumbledb_lmdb::query	1	7410.0	4.96	0.803	7410.0
job_broad_cast_keyword_company	prepare	bumbledb.query.plan.stats	bumbledb.query.plan.stats		bumbledb_lmdb::query	1	6680.0	5.21	0.724	6680.0
job_broad_cast_keyword_company	prepare	bumbledb.query_image.relation[relation=MovieKeyword]	bumbledb.query_image.relation	MovieKeyword	bumbledb_lmdb::query_image	1	5040.0	6.38	0.546	5040.0
job_broad_cast_keyword_company	prepare	bumbledb.query_image.relation[relation=MovieInfoIdx]	bumbledb.query_image.relation	MovieInfoIdx	bumbledb_lmdb::query_image	1	4640.0	10.2	0.503	4640.0
job_broad_cast_keyword_company	prepare	bumbledb.query_image.relation[relation=AkaTitle]	bumbledb.query_image.relation	AkaTitle	bumbledb_lmdb::query_image	1	441.0	9.46	0.048	441.0
job_broad_cast_keyword_company	prepare	bumbledb.query_image.relation[relation=CompleteCast]	bumbledb.query_image.relation	CompleteCast	bumbledb_lmdb::query_image	1	429.0	9.58	0.046	429.0
job_broad_cast_keyword_company	prepare	bumbledb.query.plan.optimize_free_join	bumbledb.query.plan.optimize_free_join		bumbledb_lmdb::query	1	393.0	5.17	0.043	393.0
job_broad_cast_keyword_company	prepare	bumbledb.query.plan.variable_order	bumbledb.query.plan.variable_order		bumbledb_lmdb::query	1	234.0	5.33	0.025	234.0
job_broad_cast_keyword_company	prepare	bumbledb.query_image.relation[relation=MovieLink]	bumbledb.query_image.relation	MovieLink	bumbledb_lmdb::query_image	1	148.0	5.71	0.016	148.0
job_broad_cast_keyword_company	prepare	bumbledb.query.normalize	bumbledb.query.normalize		bumbledb_lmdb::query	1	38.1	5.12	0.004	38.1
job_broad_cast_keyword_company	prepare	bumbledb.query_image.relation[relation=CompCastType]	bumbledb.query_image.relation	CompCastType	bumbledb_lmdb::query_image	1	37.0	5.62	0.004	37.0
job_broad_cast_keyword_company	prepare	bumbledb.query_image.relation[relation=CompanyType]	bumbledb.query_image.relation	CompanyType	bumbledb_lmdb::query_image	1	14.2	8.58	0.002	14.2
job_broad_cast_keyword_company	prepare	bumbledb.query_image.relation[relation=InfoType]	bumbledb.query_image.relation	InfoType	bumbledb_lmdb::query_image	1	12.8	5.17	0.001	12.8
job_broad_cast_keyword_company	prepare	bumbledb.query.sink.finish	bumbledb.query.sink.finish		bumbledb_lmdb::query	1	12.8	8.25	0.001	12.8
job_broad_cast_keyword_company	prepare	bumbledb.query.validate_inputs	bumbledb.query.validate_inputs		bumbledb_lmdb::query	1	12.2	5.79	0.001	12.2
job_broad_cast_keyword_company	prepare	bumbledb.query.static_empty.prove	bumbledb.query.static_empty.prove		bumbledb_lmdb::query	1	12.0	7.0	0.001	12.0
job_broad_cast_keyword_company	prepare	bumbledb.query_image.relation[relation=KindType]	bumbledb.query_image.relation	KindType	bumbledb_lmdb::query_image	1	7.54	5.67	0.001	7.54
job_broad_cast_keyword_company	prepare	bumbledb.query_image.relation[relation=LinkType]	bumbledb.query_image.relation	LinkType	bumbledb_lmdb::query_image	1	5.96	5.25	0.001	5.96
job_broad_cast_keyword_company	prepare	bumbledb.query_image.relation[relation=RoleType]	bumbledb.query_image.relation	RoleType	bumbledb_lmdb::query_image	1	5.58	4.83	0.001	5.58
job_broad_cast_keyword_company	prepare	bumbledb.query.aggregate	bumbledb.query.aggregate		bumbledb_lmdb::query	1	1.33	5.04	0.0	1.33
job_broad_cast_keyword_company	prepare	bumbledb.query.encode_inputs	bumbledb.query.encode_inputs		bumbledb_lmdb::query	1	0.458	4.83	0.0	0.458
job_broad_cast_keyword_company	warmup	bumbledb.query.execute	bumbledb.query.execute		bumbledb_lmdb::query	2	34200.0	10.63	100.0	17100.0
job_broad_cast_keyword_company	warmup	bumbledb.query.free_join.dispatch	bumbledb.query.free_join.dispatch		bumbledb_lmdb::query	2	33800.0	9.59	98.83	16900.0
job_broad_cast_keyword_company	warmup	bumbledb.query.image	bumbledb.query.image		bumbledb_lmdb::query	2	43.9	8.38	0.128	21.95
job_broad_cast_keyword_company	warmup	bumbledb.query.sink.finish	bumbledb.query.sink.finish		bumbledb_lmdb::query	2	32.7	18.31	0.096	16.35
job_broad_cast_keyword_company	warmup	bumbledb.query.normalize	bumbledb.query.normalize		bumbledb_lmdb::query	2	13.63	9.21	0.04	6.815
job_broad_cast_keyword_company	warmup	bumbledb.query.aggregate	bumbledb.query.aggregate		bumbledb_lmdb::query	2	2.417	14.25	0.007	1.208
job_broad_cast_keyword_company	warmup	bumbledb.query.encode_inputs	bumbledb.query.encode_inputs		bumbledb_lmdb::query	2	1.124	8.71	0.003	0.562
job_broad_cast_keyword_company	warmup	bumbledb.query.static_empty.prove	bumbledb.query.static_empty.prove		bumbledb_lmdb::query	2	1.083	10.04	0.003	0.541
job_broad_cast_keyword_company	warmup	bumbledb.query.validate_inputs	bumbledb.query.validate_inputs		bumbledb_lmdb::query	2	0.584	9.41	0.002	0.292
job_broad_cast_keyword_company	sample	bumbledb.query.execute	bumbledb.query.execute		bumbledb_lmdb::query	30	482000.0	144.05	100.0	16066.667
job_broad_cast_keyword_company	sample	bumbledb.query.free_join.dispatch	bumbledb.query.free_join.dispatch		bumbledb_lmdb::query	30	477400.0	131.57	99.046	15913.333
job_broad_cast_keyword_company	sample	bumbledb.query.image	bumbledb.query.image		bumbledb_lmdb::query	30	377.22	129.94	0.078	12.574
job_broad_cast_keyword_company	sample	bumbledb.query.sink.finish	bumbledb.query.sink.finish		bumbledb_lmdb::query	30	368.3	157.36	0.076	12.277
job_broad_cast_keyword_company	sample	bumbledb.query.normalize	bumbledb.query.normalize		bumbledb_lmdb::query	30	100.04	131.61	0.021	3.335
job_broad_cast_keyword_company	sample	bumbledb.query.aggregate	bumbledb.query.aggregate		bumbledb_lmdb::query	30	19.453	151.37	0.004	0.648
job_broad_cast_keyword_company	sample	bumbledb.query.static_empty.prove	bumbledb.query.static_empty.prove		bumbledb_lmdb::query	30	7.083	139.31	0.001	0.236
job_broad_cast_keyword_company	sample	bumbledb.query.encode_inputs	bumbledb.query.encode_inputs		bumbledb_lmdb::query	30	4.046	128.89	0.001	0.135
job_broad_cast_keyword_company	sample	bumbledb.query.validate_inputs	bumbledb.query.validate_inputs		bumbledb_lmdb::query	30	3.336	133.67	0.001	0.111
job_broad_movie_info_star	prepare	bumbledb.query.execute	bumbledb.query.execute		bumbledb_lmdb::query	1	12800.0	8.21	100.0	12800.0
job_broad_movie_info_star	prepare	bumbledb.query.free_join.dispatch	bumbledb.query.free_join.dispatch		bumbledb_lmdb::query	1	10300.0	4.38	80.469	10300.0
job_broad_movie_info_star	prepare	bumbledb.query.plan	bumbledb.query.plan		bumbledb_lmdb::query	1	2270.0	4.62	17.734	2270.0
job_broad_movie_info_star	prepare	bumbledb.query.plan.stats	bumbledb.query.plan.stats		bumbledb_lmdb::query	1	1720.0	4.67	13.438	1720.0
job_broad_movie_info_star	prepare	bumbledb.query.plan.optimize_free_join	bumbledb.query.plan.optimize_free_join		bumbledb_lmdb::query	1	250.0	5.08	1.953	250.0
job_broad_movie_info_star	prepare	bumbledb.query.plan.variable_order	bumbledb.query.plan.variable_order		bumbledb_lmdb::query	1	223.0	4.88	1.742	223.0
job_broad_movie_info_star	prepare	bumbledb.query.image	bumbledb.query.image		bumbledb_lmdb::query	1	17.2	4.33	0.134	17.2
job_broad_movie_info_star	prepare	bumbledb.query.sink.finish	bumbledb.query.sink.finish		bumbledb_lmdb::query	1	12.2	4.71	0.095	12.2
job_broad_movie_info_star	prepare	bumbledb.query.normalize	bumbledb.query.normalize		bumbledb_lmdb::query	1	6.42	4.75	0.05	6.42
job_broad_movie_info_star	prepare	bumbledb.query.aggregate	bumbledb.query.aggregate		bumbledb_lmdb::query	1	1.0	4.75	0.008	1.0
job_broad_movie_info_star	prepare	bumbledb.query.validate_inputs	bumbledb.query.validate_inputs		bumbledb_lmdb::query	1	0.667	5.92	0.005	0.667
job_broad_movie_info_star	prepare	bumbledb.query.static_empty.prove	bumbledb.query.static_empty.prove		bumbledb_lmdb::query	1	0.667	5.62	0.005	0.667
job_broad_movie_info_star	prepare	bumbledb.query.encode_inputs	bumbledb.query.encode_inputs		bumbledb_lmdb::query	1	0.542	4.62	0.004	0.542
job_broad_movie_info_star	warmup	bumbledb.query.execute	bumbledb.query.execute		bumbledb_lmdb::query	2	22100.0	17.14	100.0	11050.0
job_broad_movie_info_star	warmup	bumbledb.query.free_join.dispatch	bumbledb.query.free_join.dispatch		bumbledb_lmdb::query	2	21700.0	10.33	98.19	10850.0
job_broad_movie_info_star	warmup	bumbledb.query.image	bumbledb.query.image		bumbledb_lmdb::query	2	36.8	8.58	0.167	18.4
job_broad_movie_info_star	warmup	bumbledb.query.sink.finish	bumbledb.query.sink.finish		bumbledb_lmdb::query	2	33.4	24.8	0.151	16.7
job_broad_movie_info_star	warmup	bumbledb.query.normalize	bumbledb.query.normalize		bumbledb_lmdb::query	2	14.13	10.0	0.064	7.065
job_broad_movie_info_star	warmup	bumbledb.query.encode_inputs	bumbledb.query.encode_inputs		bumbledb_lmdb::query	2	4.121	9.34	0.019	2.061
job_broad_movie_info_star	warmup	bumbledb.query.aggregate	bumbledb.query.aggregate		bumbledb_lmdb::query	2	2.63	12.75	0.012	1.315
job_broad_movie_info_star	warmup	bumbledb.query.static_empty.prove	bumbledb.query.static_empty.prove		bumbledb_lmdb::query	2	1.084	10.37	0.005	0.542
job_broad_movie_info_star	warmup	bumbledb.query.validate_inputs	bumbledb.query.validate_inputs		bumbledb_lmdb::query	2	0.709	10.88	0.003	0.354
job_broad_movie_info_star	sample	bumbledb.query.execute	bumbledb.query.execute		bumbledb_lmdb::query	30	310230.0	151.42	100.0	10341.0
job_broad_movie_info_star	sample	bumbledb.query.free_join.dispatch	bumbledb.query.free_join.dispatch		bumbledb_lmdb::query	30	305670.0	135.17	98.53	10189.0
job_broad_movie_info_star	sample	bumbledb.query.sink.finish	bumbledb.query.sink.finish		bumbledb_lmdb::query	30	394.8	180.81	0.127	13.16
job_broad_movie_info_star	sample	bumbledb.query.image	bumbledb.query.image		bumbledb_lmdb::query	30	388.95	122.86	0.125	12.965
job_broad_movie_info_star	sample	bumbledb.query.normalize	bumbledb.query.normalize		bumbledb_lmdb::query	30	142.21	136.0	0.046	4.74
job_broad_movie_info_star	sample	bumbledb.query.aggregate	bumbledb.query.aggregate		bumbledb_lmdb::query	30	27.19	156.49	0.009	0.906
job_broad_movie_info_star	sample	bumbledb.query.static_empty.prove	bumbledb.query.static_empty.prove		bumbledb_lmdb::query	30	13.833	152.05	0.004	0.461
job_broad_movie_info_star	sample	bumbledb.query.encode_inputs	bumbledb.query.encode_inputs		bumbledb_lmdb::query	30	9.46	137.92	0.003	0.315
job_broad_movie_info_star	sample	bumbledb.query.validate_inputs	bumbledb.query.validate_inputs		bumbledb_lmdb::query	30	3.625	129.52	0.001	0.121
job_q01_top_production	prepare	bumbledb.query.execute	bumbledb.query.execute		bumbledb_lmdb::query	1	3400.0	9.46	100.0	3400.0
job_q01_top_production	prepare	bumbledb.query.static_empty.prove	bumbledb.query.static_empty.prove		bumbledb_lmdb::query	1	3270.0	4.58	96.176	3270.0
job_q01_top_production	prepare	bumbledb.query.normalize	bumbledb.query.normalize		bumbledb_lmdb::query	1	29.1	5.04	0.856	29.1
job_q01_top_production	prepare	bumbledb.query.image	bumbledb.query.image		bumbledb_lmdb::query	1	16.1	4.38	0.474	16.1
job_q01_top_production	prepare	bumbledb.query.encode_inputs	bumbledb.query.encode_inputs		bumbledb_lmdb::query	1	0.583	4.5	0.017	0.583
job_q01_top_production	prepare	bumbledb.query.validate_inputs	bumbledb.query.validate_inputs		bumbledb_lmdb::query	1	0.5	5.92	0.015	0.5
job_q01_top_production	warmup	bumbledb.query.execute	bumbledb.query.execute		bumbledb_lmdb::query	2	156.0	13.37	100.0	78.0
job_q01_top_production	warmup	bumbledb.query.image	bumbledb.query.image		bumbledb_lmdb::query	2	25.7	8.29	16.474	12.85
job_q01_top_production	warmup	bumbledb.query.normalize	bumbledb.query.normalize		bumbledb_lmdb::query	2	12.54	9.5	8.038	6.27
job_q01_top_production	warmup	bumbledb.query.validate_inputs	bumbledb.query.validate_inputs		bumbledb_lmdb::query	2	0.333	16.21	0.213	0.166
job_q01_top_production	warmup	bumbledb.query.encode_inputs	bumbledb.query.encode_inputs		bumbledb_lmdb::query	2	0.209	8.96	0.134	0.105
job_q01_top_production	sample	bumbledb.query.execute	bumbledb.query.execute		bumbledb_lmdb::query	30	1852.6	140.92	100.0	61.753
job_q01_top_production	sample	bumbledb.query.image	bumbledb.query.image		bumbledb_lmdb::query	30	261.28	134.04	14.103	8.709
job_q01_top_production	sample	bumbledb.query.normalize	bumbledb.query.normalize		bumbledb_lmdb::query	30	86.67	139.38	4.678	2.889
job_q01_top_production	sample	bumbledb.query.encode_inputs	bumbledb.query.encode_inputs		bumbledb_lmdb::query	30	2.211	147.42	0.119	0.074
job_q01_top_production	sample	bumbledb.query.validate_inputs	bumbledb.query.validate_inputs		bumbledb_lmdb::query	30	1.541	139.57	0.083	0.051
job_q09_voice_us_actor	prepare	bumbledb.query.execute	bumbledb.query.execute		bumbledb_lmdb::query	1	983000.0	8.92	100.0	983000.0
job_q09_voice_us_actor	prepare	bumbledb.query.free_join.dispatch	bumbledb.query.free_join.dispatch		bumbledb_lmdb::query	1	978000.0	4.37	99.491	978000.0
job_q09_voice_us_actor	prepare	bumbledb.query.lftj.build	bumbledb.query.lftj.build		bumbledb_lmdb::query	1	683000.0	5.0	69.481	683000.0
job_q09_voice_us_actor	prepare	bumbledb.query.lftj.build.scan_filter_copy	bumbledb.query.lftj.build.scan_filter_copy		bumbledb_lmdb::query	8	506779.5	70.95	51.554	63347.438
job_q09_voice_us_actor	prepare	bumbledb.query.lftj.execute	bumbledb.query.lftj.execute		bumbledb_lmdb::query	1	295000.0	4.79	30.01	295000.0
job_q09_voice_us_actor	prepare	bumbledb.query.lftj_atom.indexed_prefix[relation=Name]	bumbledb.query.lftj_atom.indexed_prefix	Name	bumbledb_lmdb::query	1	123000.0	6.46	12.513	123000.0
job_q09_voice_us_actor	prepare	bumbledb.query.lftj.build.sorted_trie	bumbledb.query.lftj.build.sorted_trie		bumbledb_lmdb::query	8	115563.9	53.67	11.756	14445.487
job_q09_voice_us_actor	prepare	bumbledb.query.lftj.build.column_image	bumbledb.query.lftj.build.column_image		bumbledb_lmdb::query	8	53114.958	91.76	5.403	6639.37
job_q09_voice_us_actor	prepare	bumbledb.sorted_trie.build[relation=13]	bumbledb.sorted_trie.build	13	bumbledb_lmdb::sorted_trie	1	51800.0	7.12	5.27	51800.0
job_q09_voice_us_actor	prepare	bumbledb.sorted_trie.build[relation=8]	bumbledb.sorted_trie.build	8	bumbledb_lmdb::sorted_trie	1	28600.0	7.08	2.909	28600.0
job_q09_voice_us_actor	prepare	bumbledb.sorted_trie.build[relation=9]	bumbledb.sorted_trie.build	9	bumbledb_lmdb::sorted_trie	1	15500.0	7.33	1.577	15500.0
job_q09_voice_us_actor	prepare	bumbledb.query.lftj_atom.indexed_prefix[relation=CompanyName]	bumbledb.query.lftj_atom.indexed_prefix	CompanyName	bumbledb_lmdb::query	1	10300.0	6.88	1.048	10300.0
job_q09_voice_us_actor	prepare	bumbledb.sorted_trie.build[relation=11]	bumbledb.sorted_trie.build	11	bumbledb_lmdb::sorted_trie	1	7870.0	5.83	0.801	7870.0
job_q09_voice_us_actor	prepare	bumbledb.sorted_trie.build[relation=10]	bumbledb.sorted_trie.build	10	bumbledb_lmdb::sorted_trie	1	5460.0	6.08	0.555	5460.0
job_q09_voice_us_actor	prepare	bumbledb.query.plan	bumbledb.query.plan		bumbledb_lmdb::query	1	4880.0	4.62	0.496	4880.0
job_q09_voice_us_actor	prepare	bumbledb.sorted_trie.build[relation=15]	bumbledb.sorted_trie.build	15	bumbledb_lmdb::sorted_trie	1	4680.0	5.75	0.476	4680.0
job_q09_voice_us_actor	prepare	bumbledb.query.plan.stats	bumbledb.query.plan.stats		bumbledb_lmdb::query	1	4260.0	5.21	0.433	4260.0
job_q09_voice_us_actor	prepare	bumbledb.query.sink.emit	bumbledb.query.sink.emit		bumbledb_lmdb::query	23754	2645.037	101460.74	0.269	0.111
job_q09_voice_us_actor	prepare	bumbledb.sorted_trie.build[relation=1]	bumbledb.sorted_trie.build	1	bumbledb_lmdb::sorted_trie	1	1460.0	6.5	0.149	1460.0
job_q09_voice_us_actor	prepare	bumbledb.query.plan.optimize_free_join	bumbledb.query.plan.optimize_free_join		bumbledb_lmdb::query	1	331.0	5.92	0.034	331.0
job_q09_voice_us_actor	prepare	bumbledb.query.plan.variable_order	bumbledb.query.plan.variable_order		bumbledb_lmdb::query	1	190.0	5.29	0.019	190.0
job_q09_voice_us_actor	prepare	bumbledb.query.normalize	bumbledb.query.normalize		bumbledb_lmdb::query	1	35.4	4.88	0.004	35.4
job_q09_voice_us_actor	prepare	bumbledb.query.image	bumbledb.query.image		bumbledb_lmdb::query	1	17.3	4.75	0.002	17.3
job_q09_voice_us_actor	prepare	bumbledb.query.sink.finish	bumbledb.query.sink.finish		bumbledb_lmdb::query	1	11.6	3.29	0.001	11.6
job_q09_voice_us_actor	prepare	bumbledb.query.aggregate	bumbledb.query.aggregate		bumbledb_lmdb::query	1	1.79	3.58	0.0	1.79
job_q09_voice_us_actor	prepare	bumbledb.query.lftj_atom.indexed_prefix[relation=RoleType]	bumbledb.query.lftj_atom.indexed_prefix	RoleType	bumbledb_lmdb::query	1	1.42	7.58	0.0	1.42
