query	kind	span_key	span	relation	target	count	busy_us	idle_us	pct_of_kind_execute_busy	avg_busy_us
job_q09_voice_us_actor	prepare	bumbledb.query.static_empty.prove	bumbledb.query.static_empty.prove		bumbledb_lmdb::query	1	1.17	6.17	0.0	1.17
job_q09_voice_us_actor	prepare	bumbledb.sorted_trie.build[relation=7]	bumbledb.sorted_trie.build	7	bumbledb_lmdb::sorted_trie	1	0.834	5.58	0.0	0.834
job_q09_voice_us_actor	prepare	bumbledb.query.encode_inputs	bumbledb.query.encode_inputs		bumbledb_lmdb::query	1	0.625	5.17	0.0	0.625
job_q09_voice_us_actor	prepare	bumbledb.query.validate_inputs	bumbledb.query.validate_inputs		bumbledb_lmdb::query	1	0.416	6.62	0.0	0.416
job_q09_voice_us_actor	warmup	bumbledb.query.lftj.execute	bumbledb.query.lftj.execute		bumbledb_lmdb::query	2	597000.0	8.0	100.0	298500.0
job_q09_voice_us_actor	warmup	bumbledb.query.free_join.dispatch	bumbledb.query.free_join.dispatch		bumbledb_lmdb::query	2	597000.0	7.21	100.0	298500.0
job_q09_voice_us_actor	warmup	bumbledb.query.execute	bumbledb.query.execute		bumbledb_lmdb::query	2	597000.0	17.31	100.0	298500.0
job_q09_voice_us_actor	warmup	bumbledb.query.sink.emit	bumbledb.query.sink.emit		bumbledb_lmdb::query	47508	5281.942	204518.07	0.885	0.111
job_q09_voice_us_actor	warmup	bumbledb.query.lftj.build	bumbledb.query.lftj.build		bumbledb_lmdb::query	2	52.1	9.38	0.009	26.05
job_q09_voice_us_actor	warmup	bumbledb.query.normalize	bumbledb.query.normalize		bumbledb_lmdb::query	2	39.0	7.92	0.007	19.5
job_q09_voice_us_actor	warmup	bumbledb.query.image	bumbledb.query.image		bumbledb_lmdb::query	2	34.7	6.54	0.006	17.35
job_q09_voice_us_actor	warmup	bumbledb.query.sink.finish	bumbledb.query.sink.finish		bumbledb_lmdb::query	2	22.2	6.54	0.004	11.1
job_q09_voice_us_actor	warmup	bumbledb.query.aggregate	bumbledb.query.aggregate		bumbledb_lmdb::query	2	3.08	7.2	0.001	1.54
job_q09_voice_us_actor	warmup	bumbledb.query.static_empty.prove	bumbledb.query.static_empty.prove		bumbledb_lmdb::query	2	2.043	11.59	0.0	1.022
job_q09_voice_us_actor	warmup	bumbledb.query.encode_inputs	bumbledb.query.encode_inputs		bumbledb_lmdb::query	2	1.041	7.5	0.0	0.52
job_q09_voice_us_actor	warmup	bumbledb.query.validate_inputs	bumbledb.query.validate_inputs		bumbledb_lmdb::query	2	0.666	8.71	0.0	0.333
job_q09_voice_us_actor	sample	bumbledb.query.execute	bumbledb.query.execute		bumbledb_lmdb::query	30	8899000.0	161.95	100.0	296633.333
job_q09_voice_us_actor	sample	bumbledb.query.lftj.execute	bumbledb.query.lftj.execute		bumbledb_lmdb::query	30	8894000.0	131.68	99.944	296466.667
job_q09_voice_us_actor	sample	bumbledb.query.free_join.dispatch	bumbledb.query.free_join.dispatch		bumbledb_lmdb::query	30	8894000.0	117.18	99.944	296466.667
job_q09_voice_us_actor	sample	bumbledb.query.sink.emit	bumbledb.query.sink.emit		bumbledb_lmdb::query	712620	78972.768	3092862.4	0.887	0.111
job_q09_voice_us_actor	sample	bumbledb.query.lftj.build	bumbledb.query.lftj.build		bumbledb_lmdb::query	30	645.3	126.69	0.007	21.51
job_q09_voice_us_actor	sample	bumbledb.query.image	bumbledb.query.image		bumbledb_lmdb::query	30	551.8	113.94	0.006	18.393
job_q09_voice_us_actor	sample	bumbledb.query.normalize	bumbledb.query.normalize		bumbledb_lmdb::query	30	524.3	128.27	0.006	17.477
job_q09_voice_us_actor	sample	bumbledb.query.sink.finish	bumbledb.query.sink.finish		bumbledb_lmdb::query	30	378.3	112.45	0.004	12.61
job_q09_voice_us_actor	sample	bumbledb.query.aggregate	bumbledb.query.aggregate		bumbledb_lmdb::query	30	47.82	123.52	0.001	1.594
job_q09_voice_us_actor	sample	bumbledb.query.static_empty.prove	bumbledb.query.static_empty.prove		bumbledb_lmdb::query	30	26.401	155.39	0.0	0.88
job_q09_voice_us_actor	sample	bumbledb.query.encode_inputs	bumbledb.query.encode_inputs		bumbledb_lmdb::query	30	15.459	121.16	0.0	0.515
job_q09_voice_us_actor	sample	bumbledb.query.validate_inputs	bumbledb.query.validate_inputs		bumbledb_lmdb::query	30	7.209	117.87	0.0	0.24
job_q16_character_title_us	prepare	bumbledb.query.execute	bumbledb.query.execute		bumbledb_lmdb::query	1	623.0	9.71	100.0	623.0
job_q16_character_title_us	prepare	bumbledb.query.static_empty.prove	bumbledb.query.static_empty.prove		bumbledb_lmdb::query	1	491.0	5.46	78.812	491.0
job_q16_character_title_us	prepare	bumbledb.query.normalize	bumbledb.query.normalize		bumbledb_lmdb::query	1	26.2	4.96	4.205	26.2
job_q16_character_title_us	prepare	bumbledb.query.image	bumbledb.query.image		bumbledb_lmdb::query	1	16.4	4.33	2.632	16.4
job_q16_character_title_us	prepare	bumbledb.query.encode_inputs	bumbledb.query.encode_inputs		bumbledb_lmdb::query	1	0.584	4.5	0.094	0.584
job_q16_character_title_us	prepare	bumbledb.query.validate_inputs	bumbledb.query.validate_inputs		bumbledb_lmdb::query	1	0.416	5.83	0.067	0.416
job_q16_character_title_us	warmup	bumbledb.query.execute	bumbledb.query.execute		bumbledb_lmdb::query	2	151.8	10.54	100.0	75.9
job_q16_character_title_us	warmup	bumbledb.query.image	bumbledb.query.image		bumbledb_lmdb::query	2	23.85	8.21	15.711	11.925
job_q16_character_title_us	warmup	bumbledb.query.normalize	bumbledb.query.normalize		bumbledb_lmdb::query	2	13.75	8.83	9.058	6.875
job_q16_character_title_us	warmup	bumbledb.query.validate_inputs	bumbledb.query.validate_inputs		bumbledb_lmdb::query	2	0.459	9.12	0.302	0.23
job_q16_character_title_us	warmup	bumbledb.query.encode_inputs	bumbledb.query.encode_inputs		bumbledb_lmdb::query	2	0.292	8.59	0.192	0.146
job_q16_character_title_us	sample	bumbledb.query.execute	bumbledb.query.execute		bumbledb_lmdb::query	30	1886.0	126.19	100.0	62.867
job_q16_character_title_us	sample	bumbledb.query.image	bumbledb.query.image		bumbledb_lmdb::query	30	263.97	118.97	13.996	8.799
job_q16_character_title_us	sample	bumbledb.query.normalize	bumbledb.query.normalize		bumbledb_lmdb::query	30	112.43	128.75	5.961	3.748
job_q16_character_title_us	sample	bumbledb.query.encode_inputs	bumbledb.query.encode_inputs		bumbledb_lmdb::query	30	2.418	130.34	0.128	0.081
job_q16_character_title_us	sample	bumbledb.query.validate_inputs	bumbledb.query.validate_inputs		bumbledb_lmdb::query	30	1.749	122.93	0.093	0.058
job_q24_voice_keyword_actor	prepare	bumbledb.query.execute	bumbledb.query.execute		bumbledb_lmdb::query	1	37200.0	9.96	100.0	37200.0
job_q24_voice_keyword_actor	prepare	bumbledb.query.free_join.dispatch	bumbledb.query.free_join.dispatch		bumbledb_lmdb::query	1	36400.0	4.42	97.849	36400.0
job_q24_voice_keyword_actor	prepare	bumbledb.query.lftj.build	bumbledb.query.lftj.build		bumbledb_lmdb::query	1	33600.0	4.71	90.323	33600.0
job_q24_voice_keyword_actor	prepare	bumbledb.query.lftj.build.scan_filter_copy	bumbledb.query.lftj.build.scan_filter_copy		bumbledb_lmdb::query	3	25735.0	18.25	69.18	8578.333
job_q24_voice_keyword_actor	prepare	bumbledb.query.lftj.build.sorted_trie	bumbledb.query.lftj.build.sorted_trie		bumbledb_lmdb::query	3	6146.7	14.71	16.523	2048.9
job_q24_voice_keyword_actor	prepare	bumbledb.sorted_trie.build[relation=18]	bumbledb.sorted_trie.build	18	bumbledb_lmdb::sorted_trie	1	5700.0	5.62	15.323	5700.0
job_q24_voice_keyword_actor	prepare	bumbledb.query.lftj.execute	bumbledb.query.lftj.execute		bumbledb_lmdb::query	1	2750.0	4.83	7.392	2750.0
job_q24_voice_keyword_actor	prepare	bumbledb.query.lftj.build.column_image	bumbledb.query.lftj.build.column_image		bumbledb_lmdb::query	3	1504.17	27.45	4.043	501.39
job_q24_voice_keyword_actor	prepare	bumbledb.query.plan	bumbledb.query.plan		bumbledb_lmdb::query	1	623.0	4.38	1.675	623.0
job_q24_voice_keyword_actor	prepare	bumbledb.sorted_trie.build[relation=10]	bumbledb.sorted_trie.build	10	bumbledb_lmdb::sorted_trie	1	399.0	5.58	1.073	399.0
job_q24_voice_keyword_actor	prepare	bumbledb.query.plan.optimize_free_join	bumbledb.query.plan.optimize_free_join		bumbledb_lmdb::query	1	306.0	5.29	0.823	306.0
job_q24_voice_keyword_actor	prepare	bumbledb.query.plan.variable_order	bumbledb.query.plan.variable_order		bumbledb_lmdb::query	1	227.0	4.67	0.61	227.0
job_q24_voice_keyword_actor	prepare	bumbledb.query.sink.emit	bumbledb.query.sink.emit		bumbledb_lmdb::query	219	52.954	1023.68	0.142	0.242
job_q24_voice_keyword_actor	prepare	bumbledb.query.normalize	bumbledb.query.normalize		bumbledb_lmdb::query	1	35.0	5.5	0.094	35.0
job_q24_voice_keyword_actor	prepare	bumbledb.query.sink.finish	bumbledb.query.sink.finish		bumbledb_lmdb::query	1	34.0	4.29	0.091	34.0
job_q24_voice_keyword_actor	prepare	bumbledb.query.static_empty.prove	bumbledb.query.static_empty.prove		bumbledb_lmdb::query	1	24.5	5.21	0.066	24.5
job_q24_voice_keyword_actor	prepare	bumbledb.query.project	bumbledb.query.project		bumbledb_lmdb::query	1	21.8	4.38	0.059	21.8
job_q24_voice_keyword_actor	prepare	bumbledb.query.image	bumbledb.query.image		bumbledb_lmdb::query	1	16.5	8.17	0.044	16.5
job_q24_voice_keyword_actor	prepare	bumbledb.query.plan.stats	bumbledb.query.plan.stats		bumbledb_lmdb::query	1	2.38	4.62	0.006	2.38
job_q24_voice_keyword_actor	prepare	bumbledb.query.lftj_atom.indexed_prefix[relation=Keyword]	bumbledb.query.lftj_atom.indexed_prefix	Keyword	bumbledb_lmdb::query	1	1.42	6.08	0.004	1.42
job_q24_voice_keyword_actor	prepare	bumbledb.sorted_trie.build[relation=4]	bumbledb.sorted_trie.build	4	bumbledb_lmdb::sorted_trie	1	0.75	5.38	0.002	0.75
job_q24_voice_keyword_actor	prepare	bumbledb.query.encode_inputs	bumbledb.query.encode_inputs		bumbledb_lmdb::query	1	0.584	5.08	0.002	0.584
job_q24_voice_keyword_actor	prepare	bumbledb.query.validate_inputs	bumbledb.query.validate_inputs		bumbledb_lmdb::query	1	0.542	6.46	0.001	0.542
job_q24_voice_keyword_actor	warmup	bumbledb.query.execute	bumbledb.query.execute		bumbledb_lmdb::query	2	5880.0	14.78	100.0	2940.0
job_q24_voice_keyword_actor	warmup	bumbledb.query.free_join.dispatch	bumbledb.query.free_join.dispatch		bumbledb_lmdb::query	2	5520.0	8.79	93.878	2760.0
job_q24_voice_keyword_actor	warmup	bumbledb.query.lftj.execute	bumbledb.query.lftj.execute		bumbledb_lmdb::query	2	5410.0	9.5	92.007	2705.0
job_q24_voice_keyword_actor	warmup	bumbledb.query.sink.emit	bumbledb.query.sink.emit		bumbledb_lmdb::query	438	109.544	2111.71	1.863	0.25
job_q24_voice_keyword_actor	warmup	bumbledb.query.lftj.build	bumbledb.query.lftj.build		bumbledb_lmdb::query	2	61.2	9.21	1.041	30.6
job_q24_voice_keyword_actor	warmup	bumbledb.query.static_empty.prove	bumbledb.query.static_empty.prove		bumbledb_lmdb::query	2	35.25	10.42	0.599	17.625
job_q24_voice_keyword_actor	warmup	bumbledb.query.normalize	bumbledb.query.normalize		bumbledb_lmdb::query	2	32.56	9.54	0.554	16.28
job_q24_voice_keyword_actor	warmup	bumbledb.query.image	bumbledb.query.image		bumbledb_lmdb::query	2	31.3	8.25	0.532	15.65
job_q24_voice_keyword_actor	warmup	bumbledb.query.sink.finish	bumbledb.query.sink.finish		bumbledb_lmdb::query	2	26.3	8.21	0.447	13.15
job_q24_voice_keyword_actor	warmup	bumbledb.query.project	bumbledb.query.project		bumbledb_lmdb::query	2	6.21	8.67	0.106	3.105
job_q24_voice_keyword_actor	warmup	bumbledb.query.encode_inputs	bumbledb.query.encode_inputs		bumbledb_lmdb::query	2	0.751	8.88	0.013	0.376
job_q24_voice_keyword_actor	warmup	bumbledb.query.validate_inputs	bumbledb.query.validate_inputs		bumbledb_lmdb::query	2	0.625	9.95	0.011	0.312
job_q24_voice_keyword_actor	sample	bumbledb.query.execute	bumbledb.query.execute		bumbledb_lmdb::query	30	80010.0	135.3	100.0	2667.0
job_q24_voice_keyword_actor	sample	bumbledb.query.free_join.dispatch	bumbledb.query.free_join.dispatch		bumbledb_lmdb::query	30	75930.0	126.37	94.901	2531.0
job_q24_voice_keyword_actor	sample	bumbledb.query.lftj.execute	bumbledb.query.lftj.execute		bumbledb_lmdb::query	30	74780.0	169.65	93.463	2492.667
job_q24_voice_keyword_actor	sample	bumbledb.query.sink.emit	bumbledb.query.sink.emit		bumbledb_lmdb::query	6570	1552.082	31259.71	1.94	0.236
job_q24_voice_keyword_actor	sample	bumbledb.query.lftj.build	bumbledb.query.lftj.build		bumbledb_lmdb::query	30	498.6	134.99	0.623	16.62
job_q24_voice_keyword_actor	sample	bumbledb.query.sink.finish	bumbledb.query.sink.finish		bumbledb_lmdb::query	30	337.6	119.41	0.422	11.253
job_q24_voice_keyword_actor	sample	bumbledb.query.image	bumbledb.query.image		bumbledb_lmdb::query	30	274.55	119.79	0.343	9.152
job_q24_voice_keyword_actor	sample	bumbledb.query.static_empty.prove	bumbledb.query.static_empty.prove		bumbledb_lmdb::query	30	268.1	133.09	0.335	8.937
job_q24_voice_keyword_actor	sample	bumbledb.query.normalize	bumbledb.query.normalize		bumbledb_lmdb::query	30	195.59	131.85	0.244	6.52
job_q24_voice_keyword_actor	sample	bumbledb.query.project	bumbledb.query.project		bumbledb_lmdb::query	30	49.13	128.78	0.061	1.638
job_q24_voice_keyword_actor	sample	bumbledb.query.encode_inputs	bumbledb.query.encode_inputs		bumbledb_lmdb::query	30	2.706	130.86	0.003	0.09
job_q24_voice_keyword_actor	sample	bumbledb.query.validate_inputs	bumbledb.query.validate_inputs		bumbledb_lmdb::query	30	2.044	124.51	0.003	0.068
job_movie_link_bridge	prepare	bumbledb.query.execute	bumbledb.query.execute		bumbledb_lmdb::query	1	2260.0	8.04	100.0	2260.0
job_movie_link_bridge	prepare	bumbledb.query.free_join.dispatch	bumbledb.query.free_join.dispatch		bumbledb_lmdb::query	1	1080.0	5.25	47.788	1080.0
job_movie_link_bridge	prepare	bumbledb.query.plan	bumbledb.query.plan		bumbledb_lmdb::query	1	943.0	4.21	41.726	943.0
job_movie_link_bridge	prepare	bumbledb.query.plan.optimize_free_join	bumbledb.query.plan.optimize_free_join		bumbledb_lmdb::query	1	308.0	5.79	13.628	308.0
job_movie_link_bridge	prepare	bumbledb.query.plan.variable_order	bumbledb.query.plan.variable_order		bumbledb_lmdb::query	1	298.0	4.79	13.186	298.0
job_movie_link_bridge	prepare	bumbledb.query.plan.stats	bumbledb.query.plan.stats		bumbledb_lmdb::query	1	229.0	21.6	10.133	229.0
job_movie_link_bridge	prepare	bumbledb.query.sink.finish	bumbledb.query.sink.finish		bumbledb_lmdb::query	1	18.7	10.1	0.827	18.7
job_movie_link_bridge	prepare	bumbledb.query.image	bumbledb.query.image		bumbledb_lmdb::query	1	17.7	10.2	0.783	17.7
job_movie_link_bridge	prepare	bumbledb.query.normalize	bumbledb.query.normalize		bumbledb_lmdb::query	1	6.25	4.92	0.277	6.25
job_movie_link_bridge	prepare	bumbledb.query.aggregate	bumbledb.query.aggregate		bumbledb_lmdb::query	1	1.5	7.08	0.066	1.5
job_movie_link_bridge	prepare	bumbledb.query.validate_inputs	bumbledb.query.validate_inputs		bumbledb_lmdb::query	1	0.5	5.75	0.022	0.5
job_movie_link_bridge	prepare	bumbledb.query.static_empty.prove	bumbledb.query.static_empty.prove		bumbledb_lmdb::query	1	0.5	4.92	0.022	0.5
job_movie_link_bridge	prepare	bumbledb.query.encode_inputs	bumbledb.query.encode_inputs		bumbledb_lmdb::query	1	0.333	4.46	0.015	0.333
job_movie_link_bridge	warmup	bumbledb.query.execute	bumbledb.query.execute		bumbledb_lmdb::query	2	1966.0	14.42	100.0	983.0
job_movie_link_bridge	warmup	bumbledb.query.free_join.dispatch	bumbledb.query.free_join.dispatch		bumbledb_lmdb::query	2	1618.0	8.87	82.299	809.0
job_movie_link_bridge	warmup	bumbledb.query.image	bumbledb.query.image		bumbledb_lmdb::query	2	31.8	9.62	1.617	15.9
job_movie_link_bridge	warmup	bumbledb.query.sink.finish	bumbledb.query.sink.finish		bumbledb_lmdb::query	2	27.5	8.58	1.399	13.75
job_movie_link_bridge	warmup	bumbledb.query.normalize	bumbledb.query.normalize		bumbledb_lmdb::query	2	15.28	10.12	0.777	7.64
job_movie_link_bridge	warmup	bumbledb.query.aggregate	bumbledb.query.aggregate		bumbledb_lmdb::query	2	6.255	9.09	0.318	3.127
job_movie_link_bridge	warmup	bumbledb.query.static_empty.prove	bumbledb.query.static_empty.prove		bumbledb_lmdb::query	2	0.75	11.37	0.038	0.375
job_movie_link_bridge	warmup	bumbledb.query.encode_inputs	bumbledb.query.encode_inputs		bumbledb_lmdb::query	2	0.458	10.67	0.023	0.229
job_movie_link_bridge	warmup	bumbledb.query.validate_inputs	bumbledb.query.validate_inputs		bumbledb_lmdb::query	2	0.417	18.72	0.021	0.209
job_movie_link_bridge	sample	bumbledb.query.execute	bumbledb.query.execute		bumbledb_lmdb::query	30	27044.0	134.55	100.0	901.467
job_movie_link_bridge	sample	bumbledb.query.free_join.dispatch	bumbledb.query.free_join.dispatch		bumbledb_lmdb::query	30	22923.0	146.0	84.762	764.1
job_movie_link_bridge	sample	bumbledb.query.sink.finish	bumbledb.query.sink.finish		bumbledb_lmdb::query	30	343.22	141.11	1.269	11.441
job_movie_link_bridge	sample	bumbledb.query.image	bumbledb.query.image		bumbledb_lmdb::query	30	323.95	126.99	1.198	10.798
job_movie_link_bridge	sample	bumbledb.query.normalize	bumbledb.query.normalize		bumbledb_lmdb::query	30	113.74	132.94	0.421	3.791
job_movie_link_bridge	sample	bumbledb.query.aggregate	bumbledb.query.aggregate		bumbledb_lmdb::query	30	15.166	151.49	0.056	0.506
job_movie_link_bridge	sample	bumbledb.query.static_empty.prove	bumbledb.query.static_empty.prove		bumbledb_lmdb::query	30	7.289	171.2	0.027	0.243
job_movie_link_bridge	sample	bumbledb.query.encode_inputs	bumbledb.query.encode_inputs		bumbledb_lmdb::query	30	5.829	129.98	0.022	0.194
job_movie_link_bridge	sample	bumbledb.query.validate_inputs	bumbledb.query.validate_inputs		bumbledb_lmdb::query	30	2.628	131.87	0.01	0.088
job_q33_linked_series_companies	prepare	bumbledb.query.execute	bumbledb.query.execute		bumbledb_lmdb::query	1	145.0	7.87	100.0	145.0
job_q33_linked_series_companies	prepare	bumbledb.query.normalize	bumbledb.query.normalize		bumbledb_lmdb::query	1	37.0	5.38	25.517	37.0
job_q33_linked_series_companies	prepare	bumbledb.query.image	bumbledb.query.image		bumbledb_lmdb::query	1	16.3	4.17	11.241	16.3
job_q33_linked_series_companies	prepare	bumbledb.query.static_empty.prove	bumbledb.query.static_empty.prove		bumbledb_lmdb::query	1	1.04	5.21	0.717	1.04
job_q33_linked_series_companies	prepare	bumbledb.query.encode_inputs	bumbledb.query.encode_inputs		bumbledb_lmdb::query	1	0.625	4.71	0.431	0.625
job_q33_linked_series_companies	prepare	bumbledb.query.validate_inputs	bumbledb.query.validate_inputs		bumbledb_lmdb::query	1	0.375	5.79	0.259	0.375
job_q33_linked_series_companies	warmup	bumbledb.query.execute	bumbledb.query.execute		bumbledb_lmdb::query	2	152.2	8.62	100.0	76.1
job_q33_linked_series_companies	warmup	bumbledb.query.image	bumbledb.query.image		bumbledb_lmdb::query	2	22.4	8.13	14.717	11.2
job_q33_linked_series_companies	warmup	bumbledb.query.normalize	bumbledb.query.normalize		bumbledb_lmdb::query	2	13.66	8.91	8.975	6.83
job_q33_linked_series_companies	warmup	bumbledb.query.encode_inputs	bumbledb.query.encode_inputs		bumbledb_lmdb::query	2	0.208	8.46	0.137	0.104
job_q33_linked_series_companies	warmup	bumbledb.query.validate_inputs	bumbledb.query.validate_inputs		bumbledb_lmdb::query	2	0.126	8.29	0.083	0.063
job_q33_linked_series_companies	sample	bumbledb.query.execute	bumbledb.query.execute		bumbledb_lmdb::query	30	2145.7	127.34	100.0	71.523
job_q33_linked_series_companies	sample	bumbledb.query.image	bumbledb.query.image		bumbledb_lmdb::query	30	280.53	123.19	13.074	9.351
job_q33_linked_series_companies	sample	bumbledb.query.normalize	bumbledb.query.normalize		bumbledb_lmdb::query	30	175.75	130.91	8.191	5.858
job_q33_linked_series_companies	sample	bumbledb.query.encode_inputs	bumbledb.query.encode_inputs		bumbledb_lmdb::query	30	2.543	151.55	0.119	0.085
job_q33_linked_series_companies	sample	bumbledb.query.validate_inputs	bumbledb.query.validate_inputs		bumbledb_lmdb::query	30	2.038	124.06	0.095	0.068
